Country,Rating,Date,Version,Username,Title,Content,Combined,Sentiment
US,5,2025-01-08,1.0.9,DB Cooper k,Love it,"Love the game it’s so much fun to duel within friends , I would like to see the trading system come soon","Love itLove the game it’s so much fun to duel within friends , I would like to see the trading system come soon",Positive
US,1,2025-01-08,1.0.9,the bhsjebbauabrb,Celebrity Ex and Serperior,This combo ruins versus matches,Celebrity Ex and SerperiorThis combo ruins versus matches,Negative
US,5,2025-01-08,1.0.9,Turtle_guy_,Fun to play,It’s really fun to play and unwind,Fun to playIt’s really fun to play and unwind,Positive
US,4,2025-01-08,1.0.9,Arem1771,Fantastic launch with room for improvement,"I’ve been playing this game since being invited to it by a lot of my friends who gave up on Pokémon GO like I have. It’s a worthy replacement and helped me understand the TCG crowd all the more. It’s smooth, rewarding and strangely very generous to non-paying players, and even puts a cap on players who are overzealous with spending and collecting, helping keep the playing field more even.

The game isn’t perfect, but it’s a great start. There are some bugs on rare occasion that will force the app to restart, and I hope those kept fixed soon. One thing that I would suggest is to look at the difficulty level of some AI players more closely, as instead of them simply having great cards, they are guaranteed to have two or more cards to give them an advantage off the bat, which is quite an artificially inflated difficulty. This is a game where chance is your greatest foe, and that should apply to the AI as well. Also, the physicals of the coin flip should be reexplored as the initial coin flip can appear to act weighted, allowing tails to happen more than heads, and this is glaringly noticed in cards that require a head first flip to be of any real effectiveness. Otherwise, avoid using decks that depend on coin flips.

This is less of a criticism and more of a feature request. For the Wonder Picks, it would be quite helpful if we could filter by decks or deck portions (I.e., Mythical Island, Genetic Apex: Charizard, etc.). Many players at this point likely have received all or most of the pulls a particular deck offers, so it would be nice to not have to sift through those Wonder Pulls. 

The game is active with events and new cards, so one can go for quite a distance without feeling boredom. 

In short, this game has had a great start, but there’s room for improvement for this game to continue being great. From a new Pokemon Card game player to other Pokemon fans, give this game a spin. 

4/5","Fantastic launch with room for improvementI’ve been playing this game since being invited to it by a lot of my friends who gave up on Pokémon GO like I have. It’s a worthy replacement and helped me understand the TCG crowd all the more. It’s smooth, rewarding and strangely very generous to non-paying players, and even puts a cap on players who are overzealous with spending and collecting, helping keep the playing field more even.

The game isn’t perfect, but it’s a great start. There are some bugs on rare occasion that will force the app to restart, and I hope those kept fixed soon. One thing that I would suggest is to look at the difficulty level of some AI players more closely, as instead of them simply having great cards, they are guaranteed to have two or more cards to give them an advantage off the bat, which is quite an artificially inflated difficulty. This is a game where chance is your greatest foe, and that should apply to the AI as well. Also, the physicals of the coin flip should be reexplored as the initial coin flip can appear to act weighted, allowing tails to happen more than heads, and this is glaringly noticed in cards that require a head first flip to be of any real effectiveness. Otherwise, avoid using decks that depend on coin flips.

This is less of a criticism and more of a feature request. For the Wonder Picks, it would be quite helpful if we could filter by decks or deck portions (I.e., Mythical Island, Genetic Apex: Charizard, etc.). Many players at this point likely have received all or most of the pulls a particular deck offers, so it would be nice to not have to sift through those Wonder Pulls. 

The game is active with events and new cards, so one can go for quite a distance without feeling boredom. 

In short, this game has had a great start, but there’s room for improvement for this game to continue being great. From a new Pokemon Card game player to other Pokemon fans, give this game a spin. 

4/5",Positive
US,5,2025-01-08,1.0.9,beccalou326,Great game,LOVE THIS GAME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😃😃😃😃😃😃😃😃😃😃😃😃😃😃,Great gameLOVE THIS GAME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😃😃😃😃😃😃😃😃😃😃😃😃😃😃,Positive
US,5,2025-01-08,1.0.9,Jsndhdiemsnsndb,People are crazy,"I have no idea what people are talking about when they say the game is pay to win or that you don’t get enough pack stamina. I haven’t spent a single cent on this game and I’m thriving, and I’ve seen a lot of reviews about how people say that after a little while you don’t get enough pack stamina to get cards faster than every 12 hours. Those guys obviously don’t play the game very often or have no idea how to play it because you constantly get loads of pack stamina. And even if you didn’t you still get a completely free pack every 12 hours……. How many free packs do you get in real life to have to complain about that?","People are crazyI have no idea what people are talking about when they say the game is pay to win or that you don’t get enough pack stamina. I haven’t spent a single cent on this game and I’m thriving, and I’ve seen a lot of reviews about how people say that after a little while you don’t get enough pack stamina to get cards faster than every 12 hours. Those guys obviously don’t play the game very often or have no idea how to play it because you constantly get loads of pack stamina. And even if you didn’t you still get a completely free pack every 12 hours……. How many free packs do you get in real life to have to complain about that?",Negative
US,4,2025-01-08,1.0.9,gg-goodvibes,Needs certain mechanics/cards,"I love Pokémon, I’ve been playing since red and blue on the game boy and have been an avid Pokémon TCG fan for over a decade and a half. I absolutely love this game and I feel like it’s a great way to introduce a tcg game to someone who’s never played one and give them the basis on how to play. I’ve already got a handful of my friends to download it and play and they too love it. But the main issues I see are a lack of gameplay mechanics that can allow for more competitive players to build with.

As someone who’s played the traditional Pokemon tcg and other card games like magic there are a few mechanics I wish we can get cards for and see hopefully in the future. Some ideas me and my friends have been spitballing have been : fossil support, color fixing and card draw. The damage numbers are fine as is (so please don’t make bigger attacks, we don’t need power creep) but support for different types of decks would be so fun. As of right now pikachu ex, mew two ex, charizard ex, celebi ex and garydos ex are all top tier decks, but I want to see non ex decks be more viable.

Color fixing should be the first thing, we’re in this single type deck meta that doesn’t allow for creative ways to use multiple types efficiently. I enjoy playing my dragonite deck, but it becomes totally useless when I get four to six energy in a row of the same type when it needs two types to work. A card like “professor’s letter” from the actual tcg would be a great add! In the tcg it lets you look up two basic energy cards and put them in your hand, allowing you to use multiple colored cards efficiently. The pocket version could be like “attach a energy of your choice to one of your Pokemon from your energy zone” a card like this would be great to play different colored decks.

Fossil support would be great too, a card that puts a fossil item card in your hand would be amazing! It would allow more players to use fossil Pokémon more consistently and let people use their favorite fossil Pokémon. Because as of right now no one uses them. They’re kinda pointless and too slow to play.

Also card draw, in magic we have a card called faithless looting. It basically allows us to draw two cards, but the cost is we have to discard a card. Some of this effect I think would be a great addition to the game, instead of relying on professors research or a couple of Pokemon attacks to draw cards.

I’d love to give this app 5 stars and it might change once we see more additions to mechanics, but the best I can give it is 4.","Needs certain mechanics/cardsI love Pokémon, I’ve been playing since red and blue on the game boy and have been an avid Pokémon TCG fan for over a decade and a half. I absolutely love this game and I feel like it’s a great way to introduce a tcg game to someone who’s never played one and give them the basis on how to play. I’ve already got a handful of my friends to download it and play and they too love it. But the main issues I see are a lack of gameplay mechanics that can allow for more competitive players to build with.

As someone who’s played the traditional Pokemon tcg and other card games like magic there are a few mechanics I wish we can get cards for and see hopefully in the future. Some ideas me and my friends have been spitballing have been : fossil support, color fixing and card draw. The damage numbers are fine as is (so please don’t make bigger attacks, we don’t need power creep) but support for different types of decks would be so fun. As of right now pikachu ex, mew two ex, charizard ex, celebi ex and garydos ex are all top tier decks, but I want to see non ex decks be more viable.

Color fixing should be the first thing, we’re in this single type deck meta that doesn’t allow for creative ways to use multiple types efficiently. I enjoy playing my dragonite deck, but it becomes totally useless when I get four to six energy in a row of the same type when it needs two types to work. A card like “professor’s letter” from the actual tcg would be a great add! In the tcg it lets you look up two basic energy cards and put them in your hand, allowing you to use multiple colored cards efficiently. The pocket version could be like “attach a energy of your choice to one of your Pokemon from your energy zone” a card like this would be great to play different colored decks.

Fossil support would be great too, a card that puts a fossil item card in your hand would be amazing! It would allow more players to use fossil Pokémon more consistently and let people use their favorite fossil Pokémon. Because as of right now no one uses them. They’re kinda pointless and too slow to play.

Also card draw, in magic we have a card called faithless looting. It basically allows us to draw two cards, but the cost is we have to discard a card. Some of this effect I think would be a great addition to the game, instead of relying on professors research or a couple of Pokemon attacks to draw cards.

I’d love to give this app 5 stars and it might change once we see more additions to mechanics, but the best I can give it is 4.",Positive
US,2,2025-01-08,1.0.9,goon•386,Pull rates are horrible,Idk what they did with this last update but I’ve genuinely noticed the pull rates have drastically decreased the last 20 packs I’ve opened have all been non hollow Garbo plain cards. Really wish we could go back to the OG pull rates cause it’s near impossible to get decent cards now,Pull rates are horribleIdk what they did with this last update but I’ve genuinely noticed the pull rates have drastically decreased the last 20 packs I’ve opened have all been non hollow Garbo plain cards. Really wish we could go back to the OG pull rates cause it’s near impossible to get decent cards now,Negative
US,5,2025-01-08,1.0.9,Ivan A.Contreras,5 stars would play it everyday,I love it but it take a long time to open pack,5 stars would play it everydayI love it but it take a long time to open pack,Positive
US,2,2025-01-08,1.0.9,skylerm87,Cash grab,"This game is a quite obvious cash grab with the literal hundreds of packs that Nintendo has released this game has literally 3 packs the coin flip is useless 6 times I exited a match and never once got first move you have no choice in your deck the game creates it for you I can go on and on nice bot reviews though 4.8 is a joke 

Jeeeez could the ai be more predictable, aside from the joke of the coin toss it’s almost guaranteed that the ai opponent will heal their pokemon at least once get an evolution quicker than you and get more draw cards about ready to delete the game and here I was ready to spend actual money on an app","Cash grabThis game is a quite obvious cash grab with the literal hundreds of packs that Nintendo has released this game has literally 3 packs the coin flip is useless 6 times I exited a match and never once got first move you have no choice in your deck the game creates it for you I can go on and on nice bot reviews though 4.8 is a joke 

Jeeeez could the ai be more predictable, aside from the joke of the coin toss it’s almost guaranteed that the ai opponent will heal their pokemon at least once get an evolution quicker than you and get more draw cards about ready to delete the game and here I was ready to spend actual money on an app",Negative
US,3,2025-01-08,1.0.9,Mãbû,Slowest Game Ever,"The game is fine itself but there is so many things to do instead of letting me play the game, for example after opening a pack it takes like 30 seconds just to register to your deck. I was enjoying the game until it bored me out with everything else.","Slowest Game EverThe game is fine itself but there is so many things to do instead of letting me play the game, for example after opening a pack it takes like 30 seconds just to register to your deck. I was enjoying the game until it bored me out with everything else.",Negative
US,1,2025-01-08,1.0.9,THayes6293,Disappointed,Fun at first but it’s designed to require you I be p2p or the odds are hugely stacked against you. Coin tosses completely broken. Cannot recommend until it’s addressed typical Pokémon needing to be a cash grab instead of a decent product.,DisappointedFun at first but it’s designed to require you I be p2p or the odds are hugely stacked against you. Coin tosses completely broken. Cannot recommend until it’s addressed typical Pokémon needing to be a cash grab instead of a decent product.,Negative
US,1,2025-01-08,1.0.9,louigotti,Bad,Fix the bug where the opponent makes himself time out but they still win because it doesn’t end the game because they played a item card that hasn’t resolved yet and you can’t do nothing but concede or leave the game resulting in a loss,BadFix the bug where the opponent makes himself time out but they still win because it doesn’t end the game because they played a item card that hasn’t resolved yet and you can’t do nothing but concede or leave the game resulting in a loss,Negative
US,1,2025-01-08,1.0.9,ganxhgMxhdh,Couldn't even start playing,Didn&#39;t let me into the game I uninstalled it and reinstalled it 23times and it said failed to log in,Couldn't even start playingDidn&#39;t let me into the game I uninstalled it and reinstalled it 23times and it said failed to log in,Negative
US,2,2025-01-08,1.0.9,Alaska Girl 4Life,Celibi makes the game bad,It’s a good game but they won’t fix celibi,Celibi makes the game badIt’s a good game but they won’t fix celibi,Negative
US,3,2025-01-08,1.0.9,monkyroor,Decent,"Decent game, fun to collect the cards but battling is a pay to win and battling is filled with virgins","DecentDecent game, fun to collect the cards but battling is a pay to win and battling is filled with virgins",Neutral
US,3,2025-01-08,1.0.9,88steez,Collecting is fun,"Collecting Pokemon cards is fun. The artwork is well done for the most part, some of it has an AI look to it, but others are beautiful. Love just how choosing and opening packs are done here. Collecting can get so addicting. The only problems I have are when it comes to the battling, cards can be very unbalanced. People run a select like 2-3 decks online and the game forces you to run these kinds of decks with the Advanced and Expert Singleplayer challenges. This game needs more cards for the battle system to be fully fleshed out, but we probably won’t see this fully realized until late this year or even next year. Don’t get me started on the coin flip mechanic. Online, it’s incredibly inconsistent unless you’re using a certain deck (like the top meta deck to run right at this moment) which grants you practically a large amount of coin tosses early in the game. Offline, the coin mechanic is stacked against you, assume the computer opponent is going to hit all of their coin flips because they absolutely will. Otherwise, battles are very fast, with most battles being decided within 10-15 moves. This is an easy game to pick up and play, the actual battle mechanics are a little sketch to me, and we need more cards in the game, but I absolutely love collecting!","Collecting is funCollecting Pokemon cards is fun. The artwork is well done for the most part, some of it has an AI look to it, but others are beautiful. Love just how choosing and opening packs are done here. Collecting can get so addicting. The only problems I have are when it comes to the battling, cards can be very unbalanced. People run a select like 2-3 decks online and the game forces you to run these kinds of decks with the Advanced and Expert Singleplayer challenges. This game needs more cards for the battle system to be fully fleshed out, but we probably won’t see this fully realized until late this year or even next year. Don’t get me started on the coin flip mechanic. Online, it’s incredibly inconsistent unless you’re using a certain deck (like the top meta deck to run right at this moment) which grants you practically a large amount of coin tosses early in the game. Offline, the coin mechanic is stacked against you, assume the computer opponent is going to hit all of their coin flips because they absolutely will. Otherwise, battles are very fast, with most battles being decided within 10-15 moves. This is an easy game to pick up and play, the actual battle mechanics are a little sketch to me, and we need more cards in the game, but I absolutely love collecting!",Positive
US,4,2025-01-07,1.0.9,PokéGuy25,Great Game In Progress,"I found this game from a friend of mine and immediately loved it. The graphics were maybe the best part. The new battle strategy with only 20 cards was a new approach that I kinda liked but wish they had a 60 card feature to pick from. They could add energy cards to the pack and find a way to make some special looking. It also seems impossible to pull good full art EX’s and wish they would bump up the chances. It’s a really cool game and they have a good foundation, but I think there is still room for growth.","Great Game In ProgressI found this game from a friend of mine and immediately loved it. The graphics were maybe the best part. The new battle strategy with only 20 cards was a new approach that I kinda liked but wish they had a 60 card feature to pick from. They could add energy cards to the pack and find a way to make some special looking. It also seems impossible to pull good full art EX’s and wish they would bump up the chances. It’s a really cool game and they have a good foundation, but I think there is still room for growth.",Positive
US,3,2025-01-07,1.0.9,jkay727,"Great, but poor UX",The fact that the bottom bar doesn’t work well for pulling up on an iPhone and takes me multiple tries to exit the app drives me insane. Please fix this.,"Great, but poor UXThe fact that the bottom bar doesn’t work well for pulling up on an iPhone and takes me multiple tries to exit the app drives me insane. Please fix this.",Negative
US,2,2025-01-07,1.0.9,Henryk31,An average TCG simulator,"As indicated by title, this app is great if you’re looking for a water downed version of the standard Pokemon TCG. However there are significant gameplay flaws that lend this version of TCg to being entirely RNG dependent with almost zero ability for thoughtful PvP gameplay. 

Let me start by saying that the idea is great. The app captures the excitement of TCG with the ability to pull and collect EX and secret rare cards to show off on your profile to friends or the community. The wonder trade feature is also a fantastic addition, providing a chance at obtaining those rarer or elusive cards from other people who managed to pull them. They even include functionality for duplicates, allowing you to glamorize your cards with preview and battle effects. Lastly, they have an AI solo mode with tutorials that ease you into the game, making it easy to pick up and enjoy on the whim, however this is where the enjoyment ends for me.

If you’re looking for thoughtful TCG where every decision you make can make or break the difference between a win or loss, I’d suggest you play the standard Pokemon TCG instead, or simply another option. The TCG model adapted here is made to be blitz and quick, with games lasting effectively no longer than 10 min. Decks are 20 cards max and unsurprisingly the most popular and ‘meta’ decks are the EX decks which currently ALL lend themselves to significant RNG. Because of these features, most games tend to be decided by turn 3-4 where the luckier player top decks what they need to fully set up and knock out 3 of your Pokemon. Every game feels like a toss up between 4 popular decks, with virtually zero-counter play leading you to either accept your loss and concede or play the match out hopelessly to the guaranteed loss. 

Additionally, as is the nature of all mobile games, there is a paid currency that can be supplemented for pulling packs, making the game slightly pay to win if you don’t have those top deck cards, however this becomes less of a issue over a fairly small amount of time. Ultimately this is a fun, but average, TCG mobile app coming from one of the largest IPs on the planet, which is why I would rate it less than average compared to existing TCG mobile apps in the market. Hopefully the addition of new cards and perhaps game modes might solve these issues, but for now I do not recommend playing unless you enjoy the simplicity of collecting Pokemon cards and not battling.","An average TCG simulatorAs indicated by title, this app is great if you’re looking for a water downed version of the standard Pokemon TCG. However there are significant gameplay flaws that lend this version of TCg to being entirely RNG dependent with almost zero ability for thoughtful PvP gameplay. 

Let me start by saying that the idea is great. The app captures the excitement of TCG with the ability to pull and collect EX and secret rare cards to show off on your profile to friends or the community. The wonder trade feature is also a fantastic addition, providing a chance at obtaining those rarer or elusive cards from other people who managed to pull them. They even include functionality for duplicates, allowing you to glamorize your cards with preview and battle effects. Lastly, they have an AI solo mode with tutorials that ease you into the game, making it easy to pick up and enjoy on the whim, however this is where the enjoyment ends for me.

If you’re looking for thoughtful TCG where every decision you make can make or break the difference between a win or loss, I’d suggest you play the standard Pokemon TCG instead, or simply another option. The TCG model adapted here is made to be blitz and quick, with games lasting effectively no longer than 10 min. Decks are 20 cards max and unsurprisingly the most popular and ‘meta’ decks are the EX decks which currently ALL lend themselves to significant RNG. Because of these features, most games tend to be decided by turn 3-4 where the luckier player top decks what they need to fully set up and knock out 3 of your Pokemon. Every game feels like a toss up between 4 popular decks, with virtually zero-counter play leading you to either accept your loss and concede or play the match out hopelessly to the guaranteed loss. 

Additionally, as is the nature of all mobile games, there is a paid currency that can be supplemented for pulling packs, making the game slightly pay to win if you don’t have those top deck cards, however this becomes less of a issue over a fairly small amount of time. Ultimately this is a fun, but average, TCG mobile app coming from one of the largest IPs on the planet, which is why I would rate it less than average compared to existing TCG mobile apps in the market. Hopefully the addition of new cards and perhaps game modes might solve these issues, but for now I do not recommend playing unless you enjoy the simplicity of collecting Pokemon cards and not battling.",Positive
US,4,2025-01-07,1.0.9,Megalobot,Tcg?,Mostly good just no trading,Tcg?Mostly good just no trading,Positive
US,2,2025-01-07,1.0.9,ProudH2ODrinker,The game is rigged in favor of the AI opponent.,"I did ten attempts on the Expert Blastoise Event battle.  7/10 times, they attacked with Eevee first.  The conditions for the attack have a coin be flipped until they get tails.  Usually if I play that card with that attack in other battles, I’d consistently get tails first-third flip, fourth at most (0-3 heads, 1/2 to 1/8).  The AI consistently got at least 3 heads, with the most being 6… twice (those two alone being a 1/4096 chance).","The game is rigged in favor of the AI opponent.I did ten attempts on the Expert Blastoise Event battle.  7/10 times, they attacked with Eevee first.  The conditions for the attack have a coin be flipped until they get tails.  Usually if I play that card with that attack in other battles, I’d consistently get tails first-third flip, fourth at most (0-3 heads, 1/2 to 1/8).  The AI consistently got at least 3 heads, with the most being 6… twice (those two alone being a 1/4096 chance).",Neutral
US,5,2025-01-07,1.0.9,Mobile Reviewism,Gambling addiction,"Probably the game I’d give a review on, kind of a gambling game but it is really fun.","Gambling addictionProbably the game I’d give a review on, kind of a gambling game but it is really fun.",Positive
US,4,2025-01-07,1.0.9,Th_GuardianAngel,"Great game, UI can be annoying","Everything in terms of playing is fun and I still own it and play it. The only two recommendations I have is to have so much less button-clicking to go through menus, claims of items, pages, literally everything has unnecessary loading pages or buttons that could be condensed to be faster. Lastly, I imagine it’s coming but where is the trading between people?","Great game, UI can be annoyingEverything in terms of playing is fun and I still own it and play it. The only two recommendations I have is to have so much less button-clicking to go through menus, claims of items, pages, literally everything has unnecessary loading pages or buttons that could be condensed to be faster. Lastly, I imagine it’s coming but where is the trading between people?",Neutral
US,1,2025-01-07,1.0.9,Sukis mom,Not for kids,"At first, this was a cute, &amp; exciting game. But it proved to be highly addictive. We won’t let our kids 11 &amp; 6 play it anymore. We love pokemon, but will encourage our kids to play with the real cards &amp; figurines  instead.","Not for kidsAt first, this was a cute, &amp; exciting game. But it proved to be highly addictive. We won’t let our kids 11 &amp; 6 play it anymore. We love pokemon, but will encourage our kids to play with the real cards &amp; figurines  instead.",Positive
US,3,2025-01-07,1.0.9,Alfybug,Okay. Great free play for beginners to understand Pokémon,So clearly the algorithm favors people who pay to win . There are just moments where the automated coin flip just doesn’t make sense. How am I going to be 10 coins in and only got 1 heads out of 10 but another game I had 6 coins and it was against someone who clearly isn’t paying to win and I get all 6 heads . Just a little frustrated with how the damage coins are dealt with I don’t think it’s fair and an update or a new system needs to come in play. If you want paid players to be happy then have  just paying customers play against each other and leave the free to players battle it out. The daily booster packs are fun and a great way to get into Pokémon and it’ll save you a lot of money and headache so you can figure out what style and class you like.,Okay. Great free play for beginners to understand PokémonSo clearly the algorithm favors people who pay to win . There are just moments where the automated coin flip just doesn’t make sense. How am I going to be 10 coins in and only got 1 heads out of 10 but another game I had 6 coins and it was against someone who clearly isn’t paying to win and I get all 6 heads . Just a little frustrated with how the damage coins are dealt with I don’t think it’s fair and an update or a new system needs to come in play. If you want paid players to be happy then have  just paying customers play against each other and leave the free to players battle it out. The daily booster packs are fun and a great way to get into Pokémon and it’ll save you a lot of money and headache so you can figure out what style and class you like.,Neutral
US,1,2025-01-07,1.0.9,comspec,Needs some serious work,F celebi ex,Needs some serious workF celebi ex,Neutral
US,3,2025-01-07,1.0.9,Slippytricks,"Great game, has potential, needs more","This game is super fun and gives you the feeling of opening packs as if you bought them. The time constraint is annoying at this point. I’m not sure if they have plans for it or I just play too much. There needs to be a bit more content and ways to collect the items needed to open up packs. The experience for battles is also an issue. You only get 15 do per win and that’s only during random versus or events. If you play against your friend, you’re just having fun. Tiers and rankings and tournaments may be cool. It seems like they made a good enough game then stopped. I know it’s new and based on how it’s been going it seems like it will get better.","Great game, has potential, needs moreThis game is super fun and gives you the feeling of opening packs as if you bought them. The time constraint is annoying at this point. I’m not sure if they have plans for it or I just play too much. There needs to be a bit more content and ways to collect the items needed to open up packs. The experience for battles is also an issue. You only get 15 do per win and that’s only during random versus or events. If you play against your friend, you’re just having fun. Tiers and rankings and tournaments may be cool. It seems like they made a good enough game then stopped. I know it’s new and based on how it’s been going it seems like it will get better.",Positive
US,5,2025-01-07,1.0.9,182B182,Good game,Good game.,Good gameGood game.,Positive
US,5,2025-01-07,1.0.9,C4l3bth0m2good4u,Amazing! I can’t wait for the trading update!,"This game is so fun! And my cousin got me into it. So I started playing. I’ve beaten all the Pokemon games before, and I wanted a new one! So I started playing!","Amazing! I can’t wait for the trading update!This game is so fun! And my cousin got me into it. So I started playing. I’ve beaten all the Pokemon games before, and I wanted a new one! So I started playing!",Positive
US,1,2025-01-07,1.0.9,Massivegamer123,Mid game,This game is buns,Mid gameThis game is buns,Neutral
US,5,2025-01-07,1.0.9,"playtime.cofan#1,00999",Go for the Mewtwo pack first,"When I first downloaded the game I opened up the Mewtwo pack iended up pulling a shiny full art marowak. Later I looked it u0 and if you open up the Mewtwo pack you have a Garunteed chance of getting a marowak. Then when you open up your first wonder pack you also have a Garunteed chance of getting a shiny full art Bulbasuar. So when you log on, follow my instructions","Go for the Mewtwo pack firstWhen I first downloaded the game I opened up the Mewtwo pack iended up pulling a shiny full art marowak. Later I looked it u0 and if you open up the Mewtwo pack you have a Garunteed chance of getting a marowak. Then when you open up your first wonder pack you also have a Garunteed chance of getting a shiny full art Bulbasuar. So when you log on, follow my instructions",Neutral
US,1,2025-01-07,1.0.9,Jeff_Madness,Worst version of TCG possible,"Small card pool, same boring META, 2 free packs a day lol game is entirely coin flip based. Play to 3 points so if you win the coin toss and go first, you pretty much lost.","Worst version of TCG possibleSmall card pool, same boring META, 2 free packs a day lol game is entirely coin flip based. Play to 3 points so if you win the coin toss and go first, you pretty much lost.",Negative
US,1,2025-01-07,1.0.9,Bluebunny696969,Coin flip,This game would be so much more fun if it weren&#39;t left up to a coin flip on the phone. This game is trash! Every single time its a coin flip its wrong. Loved playin this growing up and thought it&#39;d be fun but shoulda known better being on the phone!,Coin flipThis game would be so much more fun if it weren&#39;t left up to a coin flip on the phone. This game is trash! Every single time its a coin flip its wrong. Loved playin this growing up and thought it&#39;d be fun but shoulda known better being on the phone!,Negative
US,5,2025-01-07,1.0.9,phbgfceyh,Pokemon,Gotta get into to it a bit but once you do it’s so fun,PokemonGotta get into to it a bit but once you do it’s so fun,Positive
US,1,2025-01-07,1.0.9,Ultimateandy88,Horrible “luck” based garbage.,"No i’m not talking about the pack opening, the only thing this dumpster fire is worth for. The battle A.I. in the game is completely intentionally broken to keep players engaged longer. The A.I’s “luck” is decided in its favor for multiple games until it feels the player is ready to quit, then suddenly the perfect conditions to win will present themselves. The A.I. will flip perfect heads every time it conveniently needs them or ALWAYS has the exact card it needs EVEN AFTER reshuffling its deck. Unacceptable trash. Celebi also just broken trash as an after thought","Horrible “luck” based garbage.No i’m not talking about the pack opening, the only thing this dumpster fire is worth for. The battle A.I. in the game is completely intentionally broken to keep players engaged longer. The A.I’s “luck” is decided in its favor for multiple games until it feels the player is ready to quit, then suddenly the perfect conditions to win will present themselves. The A.I. will flip perfect heads every time it conveniently needs them or ALWAYS has the exact card it needs EVEN AFTER reshuffling its deck. Unacceptable trash. Celebi also just broken trash as an after thought",Negative
US,1,2025-01-07,1.0.9,iNohxy,Kinda Lame (Honestly),"The game gets boring pretty quick, it seems most wins or loses are pre determined before you play with others. Just like opening new packs. For example: coin flips, first drawn hand, pulling a new card on your next turn. Majority of the time, win or lose the game seems to really favor you or seems to play the odds against you. It’s not about having a good deck build necessarily, but instead the game providing you the best needed cards and coin flips to start with and continuously so forth. Hopefully this message gets posted so people at least grasp the idea of the game.","Kinda Lame (Honestly)The game gets boring pretty quick, it seems most wins or loses are pre determined before you play with others. Just like opening new packs. For example: coin flips, first drawn hand, pulling a new card on your next turn. Majority of the time, win or lose the game seems to really favor you or seems to play the odds against you. It’s not about having a good deck build necessarily, but instead the game providing you the best needed cards and coin flips to start with and continuously so forth. Hopefully this message gets posted so people at least grasp the idea of the game.",Neutral
US,1,2025-01-07,1.0.9,Brennan Lucia,It’s getting annoying.,"I have been put into 12 loosing matches in a row… balance your game better especially coin flipping, its horrible.","It’s getting annoying.I have been put into 12 loosing matches in a row… balance your game better especially coin flipping, its horrible.",Negative
US,3,2025-01-07,1.0.9,Tsvne,Battling is rigged,The battles are completely rigged when you go against the computer for your journey. You can create the perfect deck but the “randomized” pulls makes you lost automatically. The battle system is corrupt and unfair. Stupid system. Aside from that the only good thing about this game is the nostalgia of the og Pokémon but other than that battling and card pulling is all rigged to lure you to game more.,Battling is riggedThe battles are completely rigged when you go against the computer for your journey. You can create the perfect deck but the “randomized” pulls makes you lost automatically. The battle system is corrupt and unfair. Stupid system. Aside from that the only good thing about this game is the nostalgia of the og Pokémon but other than that battling and card pulling is all rigged to lure you to game more.,Negative
US,1,2025-01-07,1.0.9,Vanillaslur,RNG fest. Stay far away!,"I don’t think I need to say much else outside of what the title says. I’ve been keeping track of my coin flips and only 35% of them land heads (it’s actually worse with Misty but that’s undoubtedly the worst card in the game) Very unfortunate play style that promotes PAY TO WIN. Do not waste money on this game. Just collect the cards, do the events as quick as possible and close the game immediately. Disappointed to say the least.","RNG fest. Stay far away!I don’t think I need to say much else outside of what the title says. I’ve been keeping track of my coin flips and only 35% of them land heads (it’s actually worse with Misty but that’s undoubtedly the worst card in the game) Very unfortunate play style that promotes PAY TO WIN. Do not waste money on this game. Just collect the cards, do the events as quick as possible and close the game immediately. Disappointed to say the least.",Negative
US,3,2025-01-07,1.0.9,Spe X,Daily 4 pack hourglass,"I feel like 4 hourglasses a day from the daily challenges isn’t enough, I think it should be 12 to allow players to open an extra pack after finishing the daily tasks.","Daily 4 pack hourglassI feel like 4 hourglasses a day from the daily challenges isn’t enough, I think it should be 12 to allow players to open an extra pack after finishing the daily tasks.",Neutral
US,1,2025-01-07,1.0.9,Ep. IV,Coin flips and card draws don’t follow the laws of statistics,"As the title says; results don’t follow statistics. Just because I flip a coin 100 times and get tails every time and my opponent flips a coin 100 times and gets heads every time doesn’t mean the coin flip is 50/50. Game must be ‘pay to play’… you pay, you win; you don’t pay, sorry Charlie.","Coin flips and card draws don’t follow the laws of statisticsAs the title says; results don’t follow statistics. Just because I flip a coin 100 times and get tails every time and my opponent flips a coin 100 times and gets heads every time doesn’t mean the coin flip is 50/50. Game must be ‘pay to play’… you pay, you win; you don’t pay, sorry Charlie.",Negative
US,1,2025-01-07,1.0.9,STLElecTech,Coin flip rigged to tails,Out of 1018 tracked coin flips only 290 were heads. Heavily skewed to tails. Also time allotment for opponent to return to battle is too long as too many people rage quit instead of conceding.,Coin flip rigged to tailsOut of 1018 tracked coin flips only 290 were heads. Heavily skewed to tails. Also time allotment for opponent to return to battle is too long as too many people rage quit instead of conceding.,Negative
